# time, ED spin correlation, NQS regularization spin correlation, NQS diagonalization spin correlation, NQS geometric spin correlation
3.699999999999999956e-01, -3.569809162402092229e-01, -6.831055910203170933e-01, -6.830920323720649501e-01, -6.826290933913372605e-01
3.719999999999999973e-01, -3.632008498860313517e-01, -6.814926027809650178e-01, -6.814787359004289558e-01, -6.810044152310269494e-01
3.739999999999999991e-01, -3.693338508430467071e-01, -6.798464550858724920e-01, -6.798322851952671719e-01, -6.793467212226872443e-01
3.760000000000000009e-01, -3.753752092679618624e-01, -6.781678825996093618e-01, -6.781534150731045596e-01, -6.776567525852620344e-01
3.780000000000000027e-01, -3.813202856944438168e-01, -6.764576344717696532e-01, -6.764428748336155373e-01, -6.759352649761944942e-01
3.800000000000000044e-01, -3.871645145960018186e-01, -6.747164740027298269e-01, -6.747014279244881729e-01, -6.741830281533850444e-01
3.820000000000000062e-01, -3.929034078920877193e-01, -6.729451783022680766e-01, -6.729298516008940245e-01, -6.724008256310132214e-01
3.840000000000000080e-01, -3.985325583947210148e-01, -6.711445379439827663e-01, -6.711289365782022731e-01, -6.705894543289413479e-01
3.860000000000000098e-01, -4.040476431929923562e-01, -6.693153566101325280e-01, -6.692994866789097053e-01, -6.687497242163923383e-01
3.880000000000000115e-01, -4.094444269728474417e-01, -6.674584507341323469e-01, -6.674423184734568082e-01, -6.668824579494477822e-01
3.900000000000000133e-01, -4.147187652695993321e-01, -6.655746491349755489e-01, -6.655582609153406493e-01, -6.649884905031545612e-01
3.920000000000000151e-01, -4.198666076506736289e-01, -6.636647926470877756e-01, -6.636481549706236827e-01, -6.630686687976795612e-01
3.940000000000000169e-01, -4.248840008261419166e-01, -6.617297337444221217e-01, -6.617128532420557541e-01, -6.611238513193465893e-01
3.960000000000000187e-01, -4.297670916846538236e-01, -6.597703361594515759e-01, -6.597532195878023087e-01, -6.591549077366610776e-01
3.980000000000000204e-01, -4.345121302524377893e-01, -6.577874744966534237e-01, -6.577701287351968018e-01, -6.571627185106557745e-01
4.000000000000000222e-01, -4.391154725730961883e-01, -6.557820338412989614e-01, -6.557644658894802303e-01, -6.551481745011076274e-01
4.020000000000000240e-01, -4.435735835059841370e-01, -6.537549093638777009e-01, -6.537371263377947939e-01, -6.531121765675373947e-01
4.040000000000000258e-01, -4.478830394410246996e-01, -6.517070059192769937e-01, -6.516890150490634026e-01, -6.510556351659714247e-01
4.060000000000000275e-01, -4.520405309278726080e-01, -6.496392376419061199e-01, -6.496210462673359665e-01, -6.489794699411676193e-01
4.080000000000000293e-01, -4.560428652174098874e-01, -6.475525275365874300e-01, -6.475341431050628538e-01, -6.468846093150001364e-01
4.100000000000000311e-01, -4.598869687136198370e-01, -6.454478070654562361e-01, -6.454292371282502883e-01, -6.447719900704452778e-01
4.120000000000000329e-01, -4.635698893339578741e-01, -6.433260157306837090e-01, -6.433072679396973914e-01, -6.426425569321677633e-01
4.140000000000000346e-01, -4.670887987764058558e-01, -6.411881006538703298e-01, -6.411691827584892200e-01, -6.404972621434805724e-01
4.160000000000000364e-01, -4.704409946914690499e-01, -6.390350161518524308e-01, -6.390159359950485785e-01, -6.383370650393480616e-01
4.179999999999999827e-01, -4.736239027574474236e-01, -6.368677233091830647e-01, -6.368484888242219588e-01, -6.361629316173134097e-01
4.199999999999999845e-01, -4.766350786573886888e-01, -6.346871895475081349e-01, -6.346678087553778713e-01, -6.339758341038403966e-01
4.219999999999999862e-01, -4.794722099562035433e-01, -6.324943881918959621e-01, -6.324748691971182613e-01, -6.317767505195888145e-01
4.239999999999999880e-01, -4.821331178765013714e-01, -6.302902980350622020e-01, -6.302706490218051849e-01, -6.295666642403784374e-01
