# time, ED spin correlation, NQS spin correlation
2.880000000000000338e-01, -5.594974875907651191e-01, -5.593516188181942850e-01
2.889999999999999791e-01, -5.596812604971449501e-01, -5.595366357784270495e-01
2.899999999999999800e-01, -5.598631936576704549e-01, -5.597198270850491930e-01
2.909999999999999809e-01, -5.600432741478863496e-01, -5.599011797408393054e-01
2.919999999999999818e-01, -5.602214891749504044e-01, -5.600806808789999813e-01
2.929999999999999827e-01, -5.603978260785419385e-01, -5.602583177640725332e-01
2.939999999999999836e-01, -5.605722723317614342e-01, -5.604340777928427109e-01
2.949999999999999845e-01, -5.607448155420207137e-01, -5.606079484952328773e-01
2.959999999999999853e-01, -5.609154434519224575e-01, -5.607799175351901866e-01
2.969999999999999862e-01, -5.610841439401317299e-01, -5.609499727115606627e-01
2.979999999999999871e-01, -5.612509050222367346e-01, -5.611181019589567276e-01
2.989999999999999880e-01, -5.614157148516005780e-01, -5.612842933486137387e-01
2.999999999999999889e-01, -5.615785617202020408e-01, -5.614485350892358673e-01
3.009999999999999898e-01, -5.617394340594680235e-01, -5.616108155278354275e-01
3.019999999999999907e-01, -5.618983204410955556e-01, -5.617711231505583269e-01
3.029999999999999916e-01, -5.620552095778627022e-01, -5.619294465835025232e-01
3.039999999999999925e-01, -5.622100903244311443e-01, -5.620857745935254890e-01
3.049999999999999933e-01, -5.623629516781376569e-01, -5.622400960890431287e-01
3.059999999999999942e-01, -5.625137827797759282e-01, -5.623924001208142620e-01
3.069999999999999951e-01, -5.626625729143683863e-01, -5.625426758827209994e-01
3.079999999999999960e-01, -5.628093115119261469e-01, -5.626909127125342414e-01
3.089999999999999969e-01, -5.629539881482008568e-01, -5.628371000926726264e-01
3.099999999999999978e-01, -5.630965925454253229e-01, -5.629812276509476021e-01
3.109999999999999987e-01, -5.632371145730431516e-01, -5.631232851612998358e-01
3.119999999999999996e-01, -5.633755442484280618e-01, -5.632632625445266328e-01
3.130000000000000004e-01, -5.635118717375947606e-01, -5.634011498689972530e-01
3.140000000000000013e-01, -5.636460873558956086e-01, -5.635369373513564595e-01
3.150000000000000022e-01, -5.637781815687090692e-01, -5.636706153572216271e-01
3.160000000000000031e-01, -5.639081449921184985e-01, -5.638021744018656412e-01
3.170000000000000040e-01, -5.640359683935766144e-01, -5.639316051508896921e-01
3.180000000000000049e-01, -5.641616426925628591e-01, -5.640588984208867451e-01
3.190000000000000058e-01, -5.642851589612276619e-01, -5.641840451800947953e-01
3.200000000000000067e-01, -5.644065084250274866e-01, -5.643070365490352458e-01
3.210000000000000075e-01, -5.645256824633474446e-01, -5.644278638011462901e-01
3.220000000000000084e-01, -5.646426726101136939e-01, -5.645465183634008621e-01
3.230000000000000093e-01, -5.647574705543956242e-01, -5.646629918169155937e-01
3.240000000000000102e-01, -5.648700681409957181e-01, -5.647772758975496687e-01
3.250000000000000111e-01, -5.649804573710285327e-01, -5.648893624964894666e-01
3.260000000000000120e-01, -5.650886304024896889e-01, -5.649992436608262114e-01
3.270000000000000129e-01, -5.651945795508122039e-01, -5.651069115941206311e-01
3.280000000000000138e-01, -5.652982972894137204e-01, -5.652123586569542946e-01
3.290000000000000147e-01, -5.653997762502294133e-01, -5.653155773674752860e-01
3.300000000000000155e-01, -5.654990092242364597e-01, -5.654165604019268931e-01
3.310000000000000164e-01, -5.655959891619661839e-01, -5.655153005951683021e-01
3.320000000000000173e-01, -5.656907091740047688e-01, -5.656117909411850775e-01
3.330000000000000182e-01, -5.657831625314823087e-01, -5.657060245935833231e-01
3.340000000000000191e-01, -5.658733426665510935e-01, -5.657979948660779579e-01
3.350000000000000200e-01, -5.659612431728522353e-01, -5.658876952329680021e-01
3.360000000000000209e-01, -5.660468578059709710e-01, -5.659751193295979865e-01
3.370000000000000218e-01, -5.661301804838791973e-01, -5.660602609528114781e-01
3.380000000000000226e-01, -5.662112052873695678e-01, -5.661431140613907287e-01
3.390000000000000235e-01, -5.662899264604739358e-01, -5.662236727764859978e-01
3.400000000000000244e-01, -5.663663384108732490e-01, -5.663019313820325529e-01
3.410000000000000253e-01, -5.664404357102945653e-01, -5.663778843251567885e-01
3.420000000000000262e-01, -5.665122130948967438e-01, -5.664515262165707998e-01
3.430000000000000271e-01, -5.665816654656448126e-01, -5.665228518309546324e-01
3.440000000000000280e-01, -5.666487878886715679e-01, -5.665918561073273185e-01
3.450000000000000289e-01, -5.667135755956284049e-01, -5.666585341494064787e-01
3.460000000000000298e-01, -5.667760239840233805e-01, -5.667228812259555992e-01
3.470000000000000306e-01, -5.668361286175498392e-01, -5.667848927711205409e-01
3.480000000000000315e-01, -5.668938852263998296e-01, -5.668445643847536131e-01
3.490000000000000324e-01, -5.669492897075679716e-01, -5.669018918327255463e-01
3.500000000000000333e-01, -5.670023381251431127e-01, -5.669568710472261408e-01
3.510000000000000342e-01, -5.670530267105882150e-01, -5.670094981270542567e-01
3.519999999999999796e-01, -5.671013518630070305e-01, -5.670597693378931492e-01
3.529999999999999805e-01, -5.671473101494016733e-01, -5.671076811125773665e-01
3.539999999999999813e-01, -5.671908983049140929e-01, -5.671532300513442149e-01
3.549999999999999822e-01, -5.672321132330611082e-01, -5.671964129220770090e-01
3.559999999999999831e-01, -5.672709520059507904e-01, -5.672372266605333335e-01
3.569999999999999840e-01, -5.673074118644930719e-01, -5.672756683705629799e-01
3.579999999999999849e-01, -5.673414902185949238e-01, -5.673117353243141148e-01
3.589999999999999858e-01, -5.673731846473448748e-01, -5.673454249624259038e-01
3.599999999999999867e-01, -5.674024928991833194e-01, -5.673767348942116984e-01
3.609999999999999876e-01, -5.674294128920650548e-01, -5.674056628978276784e-01
3.619999999999999885e-01, -5.674539427136046088e-01, -5.674322069204310592e-01
3.629999999999999893e-01, -5.674760806212139075e-01, -5.674563650783259749e-01
